Timestamp,Employer,Location,Job Title,Years at Employer,Years of Experience,Salary,Signing Bonus,Annual Bonus,Annual Stock Value/Bonus,Gender,Additional Comments
3/21/2016 14:10:11,Facebook,,Software Engineer,1.0,2.0,105000.0,75000.0,10000.0,40000.0,,
3/21/2016 14:10:16,Stealth Startup,"London, UK (Working Remote)",Developer,0.0,10.0,46000.0,0.0,,,M,"Recently accepted offer, haven't started yet."
3/21/2016 14:10:23,Shoretel,Milwaukee,Developer,4.0,8.0,80000.0,0.0,8000.0,0.0,M,"Bonus is dependent on company performance, said to be ~10% of salary for most people, but as an aquisition I'm not even eligible until 2017."
3/21/2016 14:10:25,IBM,,Front End Engineer,1.0,4.0,90000.0,2000.0,500.0,0.0,M,
3/21/2016 14:10:30,Johns Hopkins,Baltimore,Phd Student,4.0,2.0,24000.0,0.0,0.0,0.0,M,
3/21/2016 14:10:33,Logmein,San Francisco,Senior Software Engineer,2.0,4.0,110000.0,0.0,0.0,0.0,M,
3/21/2016 14:10:37,,Boston,Customer Success,2.0,3.0,64000.0,0.0,12000.0,,M,100% Remote
3/21/2016 14:10:38,,,Production Engineer,1.0,7.0,60000.0,,20000.0,15000.0,M,
3/21/2016 14:10:50,,,Sales Manager,12.0,12.0,60000.0,,60000.0,10000.0,M,
3/21/2016 14:10:52,Google,New York City,Software Engineer Ii (Level 3),1.0,4.0,117500.0,0.0,18000.0,45000.0,M,
3/21/2016 14:10:52,Startup,NYC,Sr. Ops Analyst,1.5,2.0,70000.0,0.0,0.0,0.0,M,
3/21/2016 14:10:58,Twitter,"San Francisco, CA",Software Engineer,1.0,3.0,140000.0,0.0,0.0,50000.0,M,
3/21/2016 14:10:59,,"Santa Clara, CA",Analytics Developer,0.0,1.0,88000.0,,10000.0,11000.0,M,
3/21/2016 14:11:08,,"Raleigh, NC",Data Scientist,,,125000.0,10000.0,,,M,
3/21/2016 14:11:11,,,Operations Engineer,3.0,5.0,85000.0,,,,M,
3/21/2016 14:11:12,Self,USA,Telecom Engineering Consultant,20.0,22.0,200000.0,0.0,0.0,0.0,M,
3/21/2016 14:11:21,Audible,Newark,Sde 2,3.0,3.0,120000.0,15000.0,0.0,40000.0,M,
3/21/2016 14:11:22,Amundi,Paris,It Engineer,0.0,2.0,47000.0,,,,M,
3/21/2016 14:11:23,,"San Francisco, CA","Product Specialist, Sr",3.0,12.0,136000.0,0.0,12000.0,,M,
3/21/2016 14:11:31,,,Product Manager,2.0,15.0,175000.0,20000.0,20000.0,15000.0,M,
3/21/2016 14:11:40,Facebook,North Carolina,Software Engineer,2.0,12.0,198000.0,25000.0,40000.0,100000.0,M,
3/21/2016 14:11:40,--,San Francisco,Infrastructure Engineer,,10.0,188000.0,0.0,0.0,,M,
3/21/2016 14:11:43,-,"Brisbane, Australia",Senior Software Engineer,1.0,15.0,115000.0,0.0,0.0,0.0,M,
3/21/2016 14:11:44,Workday,Pleasanton,Summer Intern,0.0,0.0,32.0,0.0,0.0,0.0,M,housing + food
3/21/2016 14:11:44,Civil Engineering Company,Memphis,Project Manager E.I,5.0,5.0,65000.0,0.0,0.0,0.0,M,
3/21/2016 14:11:50,L-mobile Software Solutions GmbH,"Sulzbach an der Murr, Germany",Software Engineer,4.0,6.0,40000.0,0.0,0.0,0.0,M,
3/21/2016 14:11:50,,Amsterdam,Ruby On Rails Developer,1.5,1.5,30000.0,0.0,0.0,0.0,M,
3/21/2016 14:11:53,,Canada,Solution Architect,11.0,13.0,100000.0,,,,M,
3/21/2016 14:11:55,,"Toronto, Canada",Software Engineer Ii,3.0,3.0,82500.0,0.0,0.0,0.0,M,Granted cheap options on 4 year vesting schedule upon signing
3/21/2016 14:12:02,Bioinformatics company,Nijmegen,Internship,0.0,0.0,12000.0,0.0,0.0,0.0,M,This is my final internship after which I will be graduating as a BS in Bioinformatics. The company has offered me a job for after graduation.
3/21/2016 14:12:06,Intel Corporation,"Folsom, CA",Application Developer,2.0,2.0,74000.0,6000.0,3000.0,15000.0,M,
3/21/2016 14:12:15,sovrn holdings,"boulder, co",Software Engineer,1.0,6.0,105000.0,0.0,0.0,0.0,M,
3/21/2016 14:12:41,,,Gis Database Administrator,6.0,,65000.0,,,,M,
3/21/2016 14:12:50,,Philadelphia,Database Analyst,4.0,4.0,50000.0,0.0,0.0,0.0,M,
3/21/2016 14:12:54,,"Montreal, Canada",Backend Web Developer,1.0,5.0,45000.0,0.0,2000.0,0.0,M,
3/21/2016 14:12:56,n/a,"Interior BC, Canada",Software Engineer (Intermediate),0.0,7.0,100000.0,0.0,0.0,0.0,M,
3/21/2016 14:12:56,Small Agency,Midwest,Web Developer,2.0,4.0,62000.0,0.0,0.0,0.0,M,
3/21/2016 14:12:57,,"Kansas City, MO",Software Engineer,2.0,4.0,70000.0,0.0,1000.0,0.0,M,"Looking for a better place, business has fallen on hard times and they can't even do a 5% annual pay increase."
3/21/2016 14:13:01,Thomson Reuters,London,Senior Software Engineer,3.0,4.0,40000.0,,,,M,
3/21/2016 14:13:06,Vitelity Communications,"Englewood, CO",Software Engineer,3.0,5.0,70000.0,,,,M,Wore many hats. Decent place to work.
3/21/2016 14:13:07,Midsized Company,Midwest,Data Architect,1.0,1.0,74000.0,0.0,3000.0,5000.0,F,
3/21/2016 14:13:12,Amazon,"Santa Monica, CA",Sde I,1.0,1.0,95000.0,27000.0,0.0,15000.0,M,
3/21/2016 14:13:15,,"Boston, MA",Ios Developer,0.5,3.0,95000.0,0.0,5000.0,0.0,M,
3/21/2016 14:13:17,DigitalOcean,Virginia,Ruby Engineer,1.0,10.0,130000.0,0.0,7000.0,15000.0,M,
3/21/2016 14:13:22,Misc,Halifax,Data Scientist,1.0,1.0,55000.0,0.0,2000.0,0.0,M,
3/21/2016 14:13:24,Nvidia,Santa Clara,Software Engineer Ic2,2.0,2.0,115000.0,,,,M,
3/21/2016 14:13:25,,Bay Area,Manager Information Systems,6.0,9.0,175000.0,0.0,15000.0,20000.0,M,
3/21/2016 14:13:27,,Boston,Director,2.0,21.0,240000.0,,55000.0,,M,
3/21/2016 14:13:28,,Austin,Engineering Director,,,150000.0,,,,,
3/21/2016 14:13:36,TDispatch,Berlin,Senior Developer,1.0,15.0,60000.0,,,,M,
3/21/2016 14:13:50,,"Sofia, Bulgaria",Full-Stack Web Developer,2.0,8.0,1200.0,,,,M,
3/21/2016 14:14:05,Photo hosting company,"Mountain View, CA",Engineer,3.0,13.0,150000.0,0.0,2000.0,0.0,M,
3/21/2016 14:14:05,,Bay Area,Sw Security Architect,6.0,6.0,170000.0,0.0,30000.0,250000.0,M,
3/21/2016 14:14:06,,New York,Programmer,3.0,13.0,205000.0,0.0,0.0,0.0,M,
3/21/2016 14:14:18,,,Sde 4,,,116300.0,,11000.0,60000.0,M,
3/21/2016 14:14:21,,"Minneapolis, MN",Software Developer,1.0,3.0,71200.0,0.0,0.0,0.0,M,
3/21/2016 14:14:22,,Berlin,Software Engineer,1.0,,42000.0,0.0,0.0,0.0,M,
3/21/2016 14:14:22,IXL Learning,"San Mateo, CA",Sr. Software Engineer,3.0,4.0,125000.0,0.0,0.0,0.0,M,
3/21/2016 14:14:24,MITRE,Bedford MA,Lead Software Systems Engineer,6.0,10.0,111500.0,3500.0,0.0,0.0,M,
3/21/2016 14:14:31,ibm,South Carolina,Senior Systems Analyst,10.0,16.0,94000.0,,0.0,,M,
3/21/2016 14:14:33,Google,mtv,Software Engineer,1.5,2.5,108000.0,,19000.0,52000.0,M,
3/21/2016 14:14:40,6 person startup,"San Francisco, CA",Software Engineer,0.0,2.0,105000.0,5000.0,,,M,
3/21/2016 14:14:45,Wovenware,"San Juan, PR",Software Developer,0.25,3.0,45000.0,0.0,3000.0,0.0,M,
3/21/2016 14:14:50,,,Developer,,,62000.0,,,,,
3/21/2016 14:14:54,Google,Seattle,Sde,0.0,0.0,110.0,5.0,15.0,45.0,M,New Hire - College Grad (MS)
3/21/2016 14:14:58,Self,"Minneapolis, MN",Senior Front-End/Full-Stack Developer,,8.0,135000.0,,,,M,
3/21/2016 14:15:10,,,Cto,1.0,4.0,150000.0,0.0,0.0,,M,
3/21/2016 14:15:13,Expedia,Seattle,Software Development Engineer Ii,3.0,3.0,105000.0,0.0,12000.0,0.0,M,
3/21/2016 14:15:13,Microsoft,UK,Support Escalation Engineer,3.0,10.0,60000.0,4000.0,5000.0,4000.0,M,
3/21/2016 14:15:17,E commerce Company,"Boston, MA",Sr Engineer,4.0,12.0,135000.0,0.0,20000.0,0.0,M,You wouldn't want to work here. I just do it for the $$.
3/21/2016 14:15:18,CGI,Canada,Senior Consultant,4.0,5.0,40000.0,0.0,800.0,,M,
3/21/2016 14:15:19,,Salt Lake City,Front End Engineering Instructor,,4.0,117000.0,,,,M,
3/21/2016 14:15:20,ecommerce startup,"Salt Lake City, UT",Magento Developer,1.5,6.0,37500.0,0.0,,,F,flexible hours; 5-minute commute; socially progressive atmosphere
3/21/2016 14:15:21,State of California,"Sacramento, CA",Staff Programmer,3.0,4.0,65000.0,,,,M,Defined Benefit Pension
3/21/2016 14:15:22,Startup,"Adelaide, Australia",Senior Software Engineer,4.0,15.0,85000.0,0.0,0.0,0.0,M,
3/21/2016 14:15:22,Dish,"Denver, CO",Software Engineer,1.0,1.0,70000.0,0.0,0.0,0.0,M,
3/21/2016 14:15:27,Uppsala University,Sweden,Post-Doc,6.0,6.0,51000.0,,,,M,
3/21/2016 14:15:30,,Idaho,Data Scientist,2.0,2.0,62000.0,3000.0,,,M,
3/21/2016 14:15:36,,Estonia,Senior Drupal Developer,6.0,7.0,16000.0,,,,M,
3/21/2016 14:15:44,,New York,Software Engineer,,3.0,103000.0,,,,M,
3/21/2016 14:15:42,,"Chicago, IL",Senior Software Developer,2.0,9.0,115000.0,,,,M,
3/21/2016 14:15:55,,"Toronto, ON, Canada",Senior Software Developer,4.0,15.0,80000.0,,7600.0,,M,"Pay converted from native CAD to USD, I was much better paid on taking the job, before the exchange tanked :/"
3/21/2016 14:16:04,,San Francisco,Lead Product Designer,4.0,7.0,120000.0,,,,,
3/21/2016 14:16:16,Rentpath,Atlanta,Sr Software Engineer,4.0,5.0,108000.0,,,,M,
3/21/2016 14:16:20,Google,Mountain View,Developer Programs Engineer,,,114000.0,,,,M,
3/21/2016 14:16:22,The Motley Fool,"Alexandria, VA",Systems Administrator,2.0,5.0,85000.0,0.0,,,M,
3/21/2016 14:16:22,UT Dallas,Plano Tx,Programmer Iii,2.5,4.0,67500.0,0.0,0.0,0.0,M,
3/21/2016 14:16:24,Teradata Corp,San Diego,Software Engineer,3.0,6.0,78000.0,0.0,300.0,0.0,M,
3/21/2016 14:16:28,,"Los Angeles, CA",Senior Software Engineer,1.0,7.0,160000.0,0.0,0.0,10000.0,M,
3/21/2016 14:16:36,,San Francisco,Systems Engineer,2.0,2.0,100000.0,5000.0,0.0,138000.0,M,
3/21/2016 14:16:39,Datis HR Cloud,"Tampa, FL",Software Developer,0.0,15.0,115000.0,5000.0,2500.0,0.0,M,
3/21/2016 14:16:39,Reddit,San Francisco,Software Engineer,1.0,15.0,150000.0,,,,M,
3/21/2016 14:16:45,,,Director Of Innovation,1.0,3.0,125000.0,,30000.0,,M,
3/21/2016 14:16:48,Radius,San Francisco,Software Engineer,2.0,5.0,135000.0,0.0,0.0,30000.0,M,
3/21/2016 14:16:49,Lever,San Francisco,It Administrator,1.0,10.0,75000.0,5000.0,,,F,
3/21/2016 14:16:52,Microsoft,"Redmond, WA",Software Engineer,7.0,7.0,144000.0,0.0,20000.0,10000.0,M,
3/21/2016 14:16:58,IBM,"Austin, TX",Software Engineer,1.0,1.0,101000.0,10000.0,,,M,
3/21/2016 14:17:02,Washington Post,"Washington, DC",Full Stack Developer,,,80000.0,5000.0,0.0,0.0,M,
3/21/2016 14:17:09,"Big corp, via middleman agency",south of France,Front-End Engineer,3.0,5.0,42000.0,1000.0,0.0,0.0,M,
3/21/2016 14:17:18,Springfield Power Company,"Springsfield, CO",Nuclear Safety Inspector,30.0,30.0,2439580.0,0.0,0.0,0.0,M,
3/21/2016 14:17:25,Small Agency,South West UK,Front-End Developer,0.25,5.0,29000.0,,,,M,
3/21/2016 14:17:27,Groupon,Palo Alto,Production Engineer,2.5,7.0,125000.0,10000.0,,500.0,M,
3/21/2016 14:17:27,,"Milwaukee, WI",Software Engineer,2.0,10.0,92000.0,2000.0,500.0,2400.0,M,
3/21/2016 14:17:41,,"New York, NY",Senior Software Engineer,1.0,12.0,135000.0,0.0,0.0,0.0,M,
3/21/2016 14:17:42,,Poland,Senior Python Developer,1.0,9.0,66000250000.0,2500.0,,,M,
3/21/2016 14:17:49,,,Consultant,1.0,5.0,560000.0,,5000.0,,M,
3/21/2016 14:17:59,SSU,Vancouver,Web Developer,1.0,5.0,550000.0,0.0,0.0,0.0,M,
3/21/2016 14:18:18,inContact,"Salt Lake City, UT",Senior Software Engineer,4.0,7.0,95000.0,0.0,8000.0,0.0,M,
3/21/2016 14:18:31,Small consulting firm,"Arlington, VA",Software Developer,0.5,0.5,70000.0,5000.0,,,M,
3/21/2016 14:18:34,,Germany,Software Architect,2.0,7.0,81000.0,,6000.0,,M,
3/21/2016 14:18:34,,"Chicago, IL",Sr. Software Consultant,4.0,11.0,115000.0,,,,M,
3/21/2016 14:18:36,,"Norfolk, VA",Senior Software Engineer,6.0,8.0,103000.0,0.0,5000.0,,M,
3/21/2016 14:18:40,Accenture,Washington DC,Analyst,2.0,2.0,72000.0,5000.0,5000.0,1000.0,M,
3/21/2016 14:18:41,N/A,"Dublin, Ireland",Junior Web Developer,1.0,4.0,27000.0,0.0,0.0,0.0,M,"I'm a python web developer with django and I do frontend work as well.

Can someone in the HN thread tell me what I should be asking for in terms of salary? Use ""kMZl6w"" in your comment so I can ctrl+f

- anon"
3/21/2016 14:18:44,,New York City,Senior Developer,2.0,7.0,112000.0,0.0,0.0,0.0,M,
3/21/2016 14:19:32,,"Berlin, Germany",Software Engineer,1.0,3.0,50000.0,0.0,0.0,,,
3/21/2016 14:19:00,client in HR,France - Lyon,Developer,1.0,1.0,25000.0,0.0,0.0,0.0,M,
3/21/2016 14:19:08,School of Visual Arts,"New York, NY",Systems Administration,3.0,15.0,45000.0,,,,Other,"Free Tuition for any degree include family or relative, free Lynda.com, hourly 24.00 - 31.00"
3/21/2016 14:19:17,,San Francisco,Software Engineer,1.0,3.0,110000.0,0.0,0.0,,M,
3/21/2016 14:19:20,ONERA,"Toulouse, France",Phd Candidate,4.0,5.0,32000.0,0.0,0.0,0.0,M,PhD candidates dont get paid well
3/21/2016 14:19:21,Amazon.com,"Seattle, WA",Technical Program Manager,0.0,10.0,130000.0,37000.0,,20000.0,M,
3/21/2016 14:19:22,,Australia,Development Manager,4.0,8.0,130000.0,0.0,,,M,
3/21/2016 14:19:33,,"Boston, MA",Junior Software Developer,1.0,1.0,70000.0,,,,M,
3/21/2016 14:19:33,Think Big,"Mountain View, CA",Senior Data Engineer,4.0,5.0,145000.0,0.0,15000.0,8000.0,M,
3/21/2016 14:19:33,,San Francisco,Software Engineer,1.0,1.0,91000.0,0.0,0.0,,M,
3/21/2016 14:19:33,Microsoft,"Redmond, WA",Software Engineer Ii,7.0,7.0,128000.0,30000.0,10000.0,8000.0,M,
3/21/2016 14:22:53,University (Private),"Boston, MA",Creative Director + Designer/Developer,4.0,12.0,100000.0,0.0,0.0,0.0,M,Retirement benefits very good... ~7% to ~14% (age/salary dependent)
3/21/2016 14:19:43,,,Devops Engineer,,11.0,120000.0,,,,M,
3/21/2016 14:19:43,,Edinburgh,Software Developer,1.0,2.0,35000.0,0.0,0.0,,M,GBP
3/21/2016 14:19:56,Dropbox,San Francisco,Online Marketing,1.0,5.0,110000.0,25000.0,0.0,40000.0,M,
3/21/2016 14:20:02,PricewaterhouseCoopers,Australia,Senior Software Engineer,1.0,5.0,97000.0,0.0,2000.0,0.0,M,
3/21/2016 14:20:05,,Berlin,Backend Developer,2.0,4.0,56000.0,,6000.0,,M,
3/21/2016 14:20:06,Apple,Sunnyvale,Software Engineer,2.0,2.0,118000.0,20000.0,10000.0,100000.0,M,
3/21/2016 14:20:09,,,Applications Architect,2.0,8.0,84000.0,,,,M,
3/21/2016 14:20:10,,"San Francisco, CA","Senior Designer, Ux",1.5,5.0,113000.0,0.0,0.0,0.0,F,"Healthcare is fully covered by employer, 21 days PTO, 11 paid holidays. No 401k match"
3/21/2016 14:20:10,I,DID,Not,,,,,,,Other,WOMAN
3/21/2016 14:20:10,Gest,Austin,Ceo,1.0,1.0,36000.0,0.0,0.0,0.0,M,
3/21/2016 14:20:16,Microsoft,Seattle,Software Engineer I,1.0,1.0,105000.0,15000.0,10000.0,17500.0,M,
3/21/2016 14:20:18,KBC,Belgium,Data Scientist,2.0,5.0,69000.0,0.0,5000.0,0.0,M,
3/21/2016 14:20:24,eBay,SF Bay Area,Mts,1.0,6.0,195000.0,10000.0,20000.0,150000.0,M,
3/21/2016 14:20:32,Rackspace,,Software Developer V,,20.0,165000.0,,,,M,
3/21/2016 14:20:40,,"San Francisco, CA",Member Of Technical Staff,,,110000.0,0.0,,,M,"Startup. $5k relocation. Full benefits (health, dental, vision, unlimited paid vacation). ~0.06% stock options (4 year vest)."
3/21/2016 14:20:49,,Madrid,Unity Developer,0.0,4.0,25000.0,0.0,0.0,0.0,M,
3/21/2016 14:20:55,,"Bay Area, CA",Research Scientist,2.0,6.0,91000.0,0.0,0.0,0.0,M,
3/21/2016 14:21:00,Startup (15-20 people),"San Francisco, CA",Senior Software Engineer,0.5,6.0,150000.0,,,,M,
3/21/2016 14:21:13,Epic Systems,"Verona, Wisconsin",Software Developer,0.9,0.9,95000.0,10000.0,,0.0,M,"Small bonus, but it appeared to be company wide instead of performance based."
3/21/2016 14:21:28,,,No,,,,,,,,
3/21/2016 14:21:29,,"Halifax, NS, Canada",Lead Software Developer,1.0,8.0,80000.0,,8000.0,,M,
3/21/2016 14:21:31,,Vancouver,Software Developer,1.0,5.0,86000.0,0.0,0.0,0.0,M,
3/21/2016 14:21:33,IBM,"Hursley, UK",Graduate Software Developer,1.5,2.5,44000.0,0.0,0.0,0.0,M,
3/21/2016 14:21:43,Facebook,Menlo Park,Software Engineer,1.0,1.0,135000.0,50000.0,30000.0,30000.0,M,
3/21/2016 14:21:55,Advertising,Toulouse (FR),Lead Backend Developer,1.0,5.0,42000.0,,2000.0,,M,
3/21/2016 14:21:57,BAH,Maryland,Senior Software Engineer,1.0,15.0,101000.0,0.0,0.0,0.0,M,
3/21/2016 14:22:00,,Madrid,Support,15.0,15.0,22500.0,,,,M,
3/21/2016 14:22:03,Freelance,"Portland, OR",Front-End Developer,1.0,1.0,75000.0,,,,F,
3/21/2016 14:22:03,Microsoft,"Redmond, WA",Service Engineer,1.0,3.0,105000.0,5000.0,,,M,
3/21/2016 14:22:08,,"Austin, TX",Python Integrations Engineer,1.0,6.0,107000.0,,,,M,
3/21/2016 14:22:08,,San Francisco,Director Of Business Development,1.0,6.0,140000.0,,,100000.0,M,
3/21/2016 14:22:08,HCL America,"Redmond, WA",System Administrator,2.0,10.0,55000.0,0.0,0.0,0.0,F,Contracting at Microsoft
3/21/2016 14:22:09,,,Ggt,,,,,,,,
3/21/2016 14:22:09,FCSA,"Omaha, NE",Software Engineer - Consultant,1.0,12.0,150000.0,0.0,0.0,0.0,M,
3/21/2016 14:22:16,"LC Holdings, LTD",MS,Software Developer,12.0,15.0,130000.0,,,,M,
3/21/2016 14:22:20,,San Francisco,Solution Principal,2.0,11.0,156000.0,0.0,20000.0,,M,
3/21/2016 14:22:21,,NYC,Senior Front End Dev,1.0,5.0,105000.0,0.0,0.0,0.0,M,Looking for something else now + more money
3/21/2016 14:22:39,,Uruguay,Web Developer,2.0,3.0,700000.0,,,,M,
3/21/2016 14:22:40,Life Time Fitness,"Louisville, CO",Software Engineer,1.0,5.0,75000.0,0.0,0.0,,M,
3/21/2016 14:22:45,Ergon Energy,"Brisbane, Australia",Senior Telecommunications Specialist,1.0,10.0,1250000.0,0.0,0.0,0.0,M,
3/21/2016 14:22:45,Nav Canada,"Ottawa, Canada",Software Developer,1.0,5.0,83000.0,0.0,0.0,0.0,M,Unionized with collective agreement
3/21/2016 14:22:47,,,Frontend Web Developer,,,48100.0,,,,,
3/21/2016 14:22:49,Billups,97034,Director Of Product Management,1.0,15.0,135000.0,0.0,0.0,0.0,M,
3/21/2016 14:22:51,,New Yrok,Senior Software Engineer,1.0,9.0,130000.0,0.0,15000.0,,M,
3/21/2016 14:22:55,,Chicago,Senior Software Engineer,5.0,12.0,102000.0,0.0,2500.0,0.0,M,
3/21/2016 14:23:00,,Sydney,Programmer,1.0,1.0,61000.0,,21000.0,,M,
3/21/2016 14:23:09,,,Analyst,,,86000.0,,,,M,
3/21/2016 14:23:18,Zenefits,,Jr Software Engineer,,,110000.0,,,,M,
3/21/2016 14:23:20,,"St. Louis, MO",Gis Applications Developer,3.0,5.0,70000.0,,,,M,
3/21/2016 14:23:26,,"Green Bay, WI",Web Developer,2.5,3.0,85000.0,5000.0,,,M,
3/21/2016 14:23:32,,"Denver, CO",Software Engineer,1.0,1.0,66000.0,0.0,0.0,0.0,M,
3/21/2016 14:23:43,Reply SPA,Germany,Consultant,0.0,0.0,45000.0,0.0,0.0,0.0,M,
3/21/2016 14:23:45,,San Francisco,Group Product Manager,,,160000.0,0.0,0.0,0.0,M,
3/21/2016 14:23:51,BitDefender SRL,"Cluj-Napoca, Romania",Software Engineer,2.0,2.0,21500.0,0.0,0.0,0.0,M,
3/21/2016 14:23:51,,Serbia,Android Developer,2.5,10.0,48000.0,,15000.0,,M,"Great team, love it. Could earn more I guess if I didn't went through remote head hunter who doesn't give a f*ck."
3/21/2016 14:23:52,,,Optimization And Analytics Engineer,,,77000.0,,,,Other,
3/21/2016 14:24:05,Segment,San Francisco,Operations,1.0,2.0,105000.0,0.0,0.0,5000.0,M,
3/21/2016 14:24:06,,San Francisco,Software Engineer,1.0,9.0,122500.0,5000.0,0.0,0.0,M,
3/21/2016 14:24:19,,,Senior Devops Engineer,1.0,12.0,150000.0,,,,M,%0.25 in equity
3/21/2016 14:24:19,,Berlin,Senior Ruby Developer,0.0,6.0,60000.0,,,,M,
3/21/2016 14:24:20,,,Software Engineer,,,110000.0,,6000.0,,M,
3/21/2016 14:24:21,,,Phd Student,,,33000.0,,,,,
3/21/2016 14:24:24,,"Austin, TX",Software Developer,2.0,4.0,80000.0,0.0,0.0,0.0,M,
3/21/2016 14:24:31,,SF,Product Manager,2.0,4.0,120000.0,,10000.0,,M,
3/21/2016 14:24:33,Private Internet Access,Los Angeles,Media,7.0,20.0,36000.0,0.0,0.0,0.0,M,
3/21/2016 14:24:44,,"St. Louis, MO",Web Developer,5.0,12.0,65000.0,0.0,0.0,0.0,M,
3/21/2016 14:24:44,,New York,Ad Ops Coordinator,1.0,1.0,55000.0,0.0,0.0,20000.0,M,
3/21/2016 14:24:48,Buffer,"Toronto, ON",Mobile Engineering Lead,2.0,6.0,103595.0,0.0,0.0,0.0,M,
3/21/2016 14:24:48,,Sweden,Software Developer,1.0,4.0,54000.0,,,,F,
3/21/2016 14:24:49,Amazon,Bay Area,Sde 1,1.5,3.0,115000.0,65000.0,3000.0,35253.0,M,"Stock schedule is backloaded (year 1: 5%, year 2: 15%, year 2.5: 20%, year 3: 20%, year 3.5: 20%, and year 4: 20%) and signing bonus is over 2 years. Total value of stock is now $141k, but was $90k at time of signing."
3/21/2016 14:24:50,Innova Bilisim,İstanbul,Application Development Specialist,2.0,3.0,54000.0,0.0,4000.0,,M,
3/21/2016 14:24:54,Eastman Chemical Company,"Kingsport, TN",Accountant,2.0,2.0,62000.0,2500.0,,,M,
3/21/2016 14:24:57,Deoitte,NYC,Consultant,1.0,1.0,70000.0,5000.0,0.0,0.0,M,
3/21/2016 14:24:58,,Oakland,Senior Software Engineer,0.0,15.0,160000.0,0.0,0.0,,M,Stock value is unknown in this startup.
3/21/2016 14:25:01,CenturyLink,"Denver, CO",Software Engineer,1.0,3.0,80000.0,0.0,4000.0,0.0,M,
3/21/2016 14:25:02,,,Staff Engineer,3.0,12.0,183000.0,,,80000.0,M,
3/21/2016 14:25:16,Self Employed,,Full Stack Web Developer,2.0,8.0,120000.0,,,,M,
3/21/2016 14:25:22,,"Madison, WI",Developer,0.67,13.0,83000.0,,,,M,"No vacation, no holidays, no sick time"
3/21/2016 14:25:22,,Chiapas,Cto,4.0,5.0,20000.0,,,,M,
3/21/2016 14:25:30,Microsoft,"Redmond, WA",Senior Software Engineer,4.0,4.0,147000.0,5000.0,26000.0,22000.0,M,
3/21/2016 14:25:35,,"San Francisco, CA",Software Engineer,1.0,4.0,145000.0,,,,M,
3/21/2016 14:25:37,,New York City,Web Developer,3.0,5.0,42000.0,0.0,800.0,,M,
3/21/2016 14:25:39,Edgecase,Austin,Web Developer,1.0,2.0,55000.0,0.0,0.0,,M,
3/21/2016 14:25:40,,,Senior Software Engineer,1.0,3.0,150000.0,,,,M,
3/21/2016 14:25:45,Freelance,"Zurich, Switzerland",Software Security Engineer,0.0,10.0,140000.0,0.0,20000.0,0.0,M,
3/21/2016 14:25:52,,"Berkeley, CA",Dev Team Manager,9.0,12.0,122000.0,,,,M,
3/21/2016 14:25:57,General Electric,San Ramon,Sr Software Engineer,3.0,6.5,136000.0,0.0,13600.0,6000.0,M,
3/21/2016 14:26:00,,"Austin, TX",Programmer,2.0,9.0,95000.0,,,,M,
3/21/2016 14:26:07,,,Principal Software Developer,,,122000.0,,,,,
3/21/2016 14:26:13,,San Francisco,Senior Software Engineer,1.5,7.0,162500.0,,,,M,
3/21/2016 14:26:28,,Eindhoven,Systems Integration Engineer,1.0,3.0,40000.0,,6000.0,,M,
3/21/2016 14:26:33,,,Software Developer,,,30000.0,,12000.0,,M,
3/21/2016 14:26:33,Rackspace,"Austin, TX",Software Engineer,,5.0,135000.0,0.0,,,M,
3/21/2016 14:26:33,,,Software Developer,,,30000.0,,12000.0,,M,
3/21/2016 14:26:37,TransferWise,London,Software Engineer,1.0,2.5,45000.0,0.0,0.0,0.0,M,
3/21/2016 14:26:49,Thermo Fisher Scientific,"Lowell, MA",Software Engineer Ii,2.0,3.0,84000.0,5000.0,4000.0,0.0,M,
3/21/2016 14:26:58,,"New York, NY",Devops,1.0,8.0,135000.0,,6750.0,15000.0,M,
3/21/2016 14:26:59,Protolabs,Minnesota,Analyst,1.0,3.0,45000.0,,1500.0,,M,
3/21/2016 14:27:04,,Vancouver,Developer,6.0,8.0,65000.0,0.0,1000.0,0.0,M,
3/21/2016 14:27:07,University of Illinois,"Champaign, IL",Communications Specialist,3.0,6.0,58000.0,,,,M,Excellent benefits including 24 paid days off a year PLUS holidays.
3/21/2016 14:27:08,,The Hague,Ciso,4.0,10.0,62000.0,0.0,40000.0,0.0,M,
3/21/2016 14:27:13,Web Dev,Michigan,Front End Developer,1.0,1.0,15.0,,,,M,
3/21/2016 14:27:13,,"San Diego, CA",Graduate Student,,,30000.0,0.0,0.0,0.0,M,
3/21/2016 14:27:16,,Atlanta,Software Engineer,2.0,2.0,65000.0,0.0,5000.0,,M,
3/21/2016 14:27:23,,"San Francisco, CA",Senior Software Engineer,1.0,10.0,165000.0,15000.0,10000.0,,M,the options are probably worthless
3/21/2016 14:27:30,Google,"Mountain View, CA",Web Solutions Engineer,1.0,10.0,120000.0,0.0,18000.0,28000.0,,
3/21/2016 14:27:39,,Russia,Web Developer,3.0,10.0,36000.0,,,,M,no tax
3/21/2016 14:27:48,Orbitz,Chicago,Software Engineer,3.0,6.0,780000.0,0.0,3500.0,0.0,M,"Orbitz is very cheap when it comes to giving increments or salaries and now when Expedia has taken over... Forget the increments... My felllow ""scrappy"" Orbitz engineers, Run! Run!! Run!!!!!"
